date,state,total_cases_cum,total_death_cum,total_cases,total_death
2021-07-25,CO,572316,6918,565.0,4.0
2021-07-26,CO,572789,6924,473.0,6.0
2021-07-27,CO,573544,6922,755.0,0.0
2021-07-28,CO,574345,6924,801.0,2.0
2021-07-29,CO,575501,6935,1156.0,11.0
2021-07-30,CO,576503,6945,1002.0,10.0
2021-07-31,CO,577481,6948,978.0,3.0
2021-08-01,CO,578316,6951,835.0,3.0
2021-08-02,CO,578948,6956,632.0,5.0
2021-08-03,CO,579739,6957,791.0,1.0
2021-08-04,CO,580948,6963,1209.0,6.0
2021-08-05,CO,582063,6970,1115.0,7.0
2021-08-06,CO,583227,6978,1164.0,8.0
2021-08-07,CO,584344,6984,1117.0,6.0
2021-08-08,CO,585245,6990,901.0,6.0
2021-08-09,CO,585907,6998,662.0,8.0
2021-08-10,CO,586729,7010,822.0,12.0
2021-08-11,CO,588048,7013,1319.0,3.0
2021-08-12,CO,589709,7023,1661.0,10.0
2021-08-13,CO,590837,7032,1128.0,9.0
2021-08-14,CO,592224,7034,1387.0,2.0
2021-08-15,CO,593118,7036,894.0,2.0
2021-08-16,CO,593824,7041,706.0,5.0
2021-08-17,CO,594950,7047,1126.0,6.0
2021-08-18,CO,597141,7055,2191.0,8.0
2021-08-19,CO,598810,7056,1669.0,1.0
2021-08-20,CO,600605,7067,1795.0,11.0
2021-08-21,CO,602382,7070,1777.0,3.0
2021-08-22,CO,603784,7073,1402.0,3.0
2021-08-23,CO,604813,7078,1029.0,5.0
2021-08-24,CO,606153,7084,1340.0,6.0
2021-08-25,CO,608127,7088,1974.0,4.0
2021-08-26,CO,610291,7095,2164.0,7.0
2021-08-27,CO,612313,7111,2022.0,16.0
2021-08-28,CO,614047,7116,1734.0,5.0
2021-08-29,CO,615048,7121,1001.0,5.0
2021-08-30,CO,616453,7129,1405.0,8.0
2021-08-31,CO,618560,7142,2107.0,13.0
2021-09-01,CO,620642,7151,2082.0,9.0
2021-09-02,CO,622870,7170,2228.0,19.0
2021-09-03,CO,625098,7194,2228.0,24.0
2021-09-04,CO,627186,7203,2088.0,9.0
2021-09-05,CO,628875,7212,1689.0,9.0
2021-09-06,CO,630371,7225,1496.0,13.0
2021-09-07,CO,631474,7226,1103.0,1.0
2021-09-08,CO,633104,7242,1630.0,16.0
2021-09-09,CO,635178,7254,2074.0,12.0
2021-09-10,CO,637548,7274,2370.0,20.0
2021-09-11,CO,640050,7283,2502.0,9.0
2021-09-12,CO,641859,7292,1809.0,9.0
2021-09-13,CO,643279,7302,1420.0,10.0
2021-09-14,CO,645076,7320,1797.0,18.0
2021-09-15,CO,647173,7346,2097.0,26.0
2021-09-16,CO,649387,7349,2214.0,3.0
2021-09-17,CO,651704,7374,2317.0,25.0
2021-09-18,CO,653793,7383,2089.0,9.0
2021-09-19,CO,655610,7392,1817.0,9.0
2021-09-20,CO,656900,7405,1290.0,13.0
2021-09-21,CO,658572,7428,1672.0,23.0
2021-09-22,CO,660392,7441,1820.0,13.0
2021-09-23,CO,662526,7455,2134.0,14.0
2021-09-24,CO,664616,7472,2090.0,17.0
2021-09-25,CO,666668,7472,2052.0,0.0
2021-09-26,CO,668120,7472,1452.0,0.0
2021-09-27,CO,669354,7503,1234.0,31.0
2021-09-28,CO,671199,7522,1845.0,19.0
2021-09-29,CO,673103,7541,1904.0,19.0
2021-09-30,CO,675591,7543,2488.0,2.0
2021-10-02,CO,680191,7604,2211.0,10.0
2021-10-03,CO,681983,7614,1792.0,10.0
2021-10-04,CO,683367,7626,1384.0,12.0
2021-10-05,CO,685276,7643,1909.0,17.0
2021-10-06,CO,687313,7665,2037.0,22.0
2021-10-07,CO,690276,7693,2963.0,28.0
2021-10-08,CO,693198,7733,2922.0,40.0
2021-10-09,CO,695790,7744,2592.0,11.0
2021-10-10,CO,697621,7755,1831.0,11.0
2021-10-11,CO,699252,7767,1631.0,12.0
2021-10-12,CO,700865,7790,1613.0,23.0
2021-10-13,CO,702911,7828,2046.0,38.0
2021-10-14,CO,705806,7840,2895.0,12.0
2021-10-15,CO,708316,7864,2510.0,24.0
2021-10-16,CO,710538,7881,2222.0,17.0
2021-10-17,CO,712276,7898,1738.0,17.0
2021-10-18,CO,713759,7917,1483.0,19.0
2021-10-19,CO,715667,7949,1908.0,32.0
2021-10-20,CO,717978,7971,2311.0,22.0
2021-10-21,CO,721256,7994,3278.0,23.0
2021-10-22,CO,724116,8029,2860.0,35.0
2021-10-23,CO,726977,8029,2861.0,0.0
2021-10-24,CO,729153,8029,2176.0,0.0
2021-10-26,CO,733381,8108,2234.0,22.0
2021-10-27,CO,736836,8131,3455.0,23.0
2021-10-28,CO,740466,8163,3630.0,32.0
2021-10-29,CO,744039,8186,3573.0,23.0
2021-10-30,CO,747090,8186,3051.0,0.0
2021-10-31,CO,749776,8186,2686.0,0.0
2021-11-02,CO,754057,8292,2424.0,34.0
2021-11-03,CO,757192,8308,3135.0,16.0
2021-11-06,CO,768446,8407,3345.0,0.0
2021-11-07,CO,771430,8407,2984.0,0.0
2021-11-09,CO,775904,8520,2319.0,21.0
2021-11-13,CO,791233,8620,3277.0,0.0
2021-11-14,CO,794178,8620,2945.0,0.0
2021-11-20,CO,813544,8878,2972.0,0.0
2021-11-21,CO,815899,8878,2355.0,0.0
2021-11-25,CO,826338,9081,2969.0,17.0
2021-11-26,CO,827659,9100,1321.0,19.0
2021-11-27,CO,829260,9100,1601.0,0.0
2021-11-28,CO,831708,9100,2448.0,0.0
2021-11-30,CO,835776,9193,2589.0,42.0
2021-12-03,CO,845751,9344,2973.0,7.0
2021-12-04,CO,848238,9344,2487.0,0.0
2021-12-05,CO,849820,9344,1582.0,0.0
2021-12-06,CO,850956,9380,1136.0,36.0
2021-12-08,CO,856331,9495,2436.0,30.0
2021-12-11,CO,862902,9627,1941.0,0.0
2021-12-12,CO,864246,9627,1344.0,0.0
2021-12-15,CO,868525,9779,1814.0,39.0
2021-12-17,CO,872901,9862,1949.0,21.0
2021-12-18,CO,875217,9862,2316.0,0.0
2021-12-19,CO,877120,9862,1903.0,0.0
2021-12-27,CO,909338,10077,3188.0,3.0
2022-02-04,CO,1320568,11202,2769.0,8.0
2022-02-05,CO,1324064,11202,3496.0,0.0
2022-02-06,CO,1326876,11202,2812.0,0.0
2022-02-08,CO,1330865,11416,2195.0,12.0
2022-02-11,CO,1338806,11601,2206.0,18.0
2022-02-12,CO,1340877,11601,2071.0,0.0
2022-02-13,CO,1342011,11601,1134.0,0.0
2022-02-14,CO,1342708,11634,697.0,33.0
2022-02-15,CO,1343761,11650,1053.0,16.0
2022-02-16,CO,1345642,11659,1881.0,9.0
2022-02-17,CO,1347102,11659,1460.0,0.0
2022-02-18,CO,1348362,11681,1260.0,22.0
2022-02-19,CO,1349407,11681,1045.0,0.0
2022-02-20,CO,1350158,11681,751.0,0.0
2022-02-21,CO,1350636,11681,478.0,0.0
2022-02-22,CO,1351256,11705,620.0,24.0
2022-02-23,CO,1352223,11729,967.0,24.0
2022-02-24,CO,1353098,11750,875.0,21.0
2022-02-25,CO,1353862,11752,764.0,2.0
2022-02-26,CO,1354741,11752,879.0,0.0
2022-02-27,CO,1355278,11752,537.0,0.0
2022-02-28,CO,1355618,11772,340.0,20.0
2022-03-01,CO,1356153,11794,535.0,22.0
2022-03-02,CO,1356856,11801,703.0,7.0
2022-03-03,CO,1357598,11809,742.0,8.0
2022-03-04,CO,1358256,11810,658.0,1.0
2022-03-05,CO,1358749,11810,493.0,0.0
2022-03-06,CO,1359089,11810,340.0,0.0
2022-03-07,CO,1359312,11826,223.0,16.0
2022-03-08,CO,1359676,11829,364.0,3.0
2022-03-09,CO,1360288,11835,612.0,6.0
2022-03-10,CO,1360796,11840,508.0,5.0
2022-03-11,CO,1361408,11839,612.0,0.0
2022-03-12,CO,1361873,11839,465.0,0.0
2022-03-13,CO,1362116,11839,243.0,0.0
2022-03-14,CO,1362253,11860,137.0,21.0
2022-03-15,CO,1362701,11870,448.0,10.0
2022-03-16,CO,1363165,11872,464.0,2.0
2022-03-17,CO,1363575,11887,410.0,15.0
2022-03-18,CO,1364009,11887,434.0,0.0
2022-03-19,CO,1364479,11887,470.0,0.0
2022-03-20,CO,1364761,11887,282.0,0.0
2022-03-21,CO,1364915,11887,154.0,0.0
2022-03-23,CO,1365581,11942,393.0,9.0
2022-03-24,CO,1365877,11946,296.0,4.0
2022-03-25,CO,1366276,11951,399.0,5.0
2022-03-26,CO,1366634,11951,358.0,0.0
2022-03-27,CO,1366880,11951,246.0,0.0
2022-03-28,CO,1367098,11966,218.0,15.0
2022-03-29,CO,1367382,11966,284.0,0.0
2022-03-30,CO,1367704,11968,322.0,2.0
2022-03-31,CO,1368133,11974,429.0,6.0
2022-04-01,CO,1368568,11977,435.0,3.0
2022-04-02,CO,1368986,11977,418.0,0.0
2022-04-03,CO,1369268,11977,282.0,0.0
2022-04-04,CO,1369441,11976,173.0,0.0
2022-04-05,CO,1369794,11980,353.0,4.0
2022-04-06,CO,1370185,11982,391.0,2.0
2022-04-07,CO,1370668,11980,483.0,0.0
2022-04-08,CO,1371071,11984,403.0,4.0
2022-04-09,CO,1371529,11984,458.0,0.0
2022-04-10,CO,1371813,11984,284.0,0.0
2022-04-11,CO,1372128,11995,315.0,11.0
2022-04-12,CO,1372488,12019,360.0,24.0
2022-04-13,CO,1373006,12031,518.0,12.0
2022-04-15,CO,1374330,12023,662.0,22.0
2022-04-16,CO,1374904,12023,574.0,0.0
2022-04-17,CO,1375438,12023,534.0,0.0
2022-04-18,CO,1375770,12029,332.0,6.0
2022-04-19,CO,1376323,12036,553.0,7.0
2022-04-20,CO,1377076,12030,753.0,0.0
2022-04-21,CO,1377921,12061,845.0,31.0
2022-04-22,CO,1378672,12100,751.0,39.0
2022-04-23,CO,1379398,12100,726.0,0.0
2022-04-24,CO,1379878,12100,480.0,0.0
2022-04-25,CO,1380351,12128,473.0,28.0
2022-04-26,CO,1380968,12141,617.0,13.0
2022-04-27,CO,1381724,12142,756.0,1.0
2022-04-28,CO,1382824,12143,1100.0,1.0
2022-04-29,CO,1383835,12150,1011.0,7.0
2022-04-30,CO,1384711,12150,876.0,0.0
2022-05-01,CO,1385405,12150,694.0,0.0
2022-05-02,CO,1385926,12153,521.0,3.0
2022-05-04,CO,1387897,12463,930.0,3.0
2022-05-05,CO,1389228,12481,1331.0,18.0
2022-05-06,CO,1390317,12481,1089.0,0.0
2022-05-07,CO,1391477,12481,1160.0,0.0
2022-05-08,CO,1392097,12481,620.0,0.0
2022-05-09,CO,1393225,12489,1128.0,8.0
2022-05-10,CO,1394448,12497,1223.0,8.0
2022-05-11,CO,1395208,12503,760.0,6.0
2022-05-13,CO,1407405,12513,1879.0,5.0
2020-01-22,CT,0,0,0.0,0.0
2020-01-23,CT,0,0,0.0,0.0
2020-01-24,CT,0,0,0.0,0.0
2020-01-25,CT,0,0,0.0,0.0
2020-01-26,CT,0,0,0.0,0.0
2020-01-27,CT,0,0,0.0,0.0
2020-01-28,CT,0,0,0.0,0.0
2020-01-29,CT,0,0,0.0,0.0
2020-01-30,CT,0,0,0.0,0.0
2020-01-31,CT,0,0,0.0,0.0
2020-02-01,CT,0,0,0.0,0.0
2020-02-02,CT,0,0,0.0,0.0
2020-02-03,CT,0,0,0.0,0.0
2020-02-04,CT,0,0,0.0,0.0
2020-02-05,CT,0,0,0.0,0.0
2020-02-06,CT,0,0,0.0,0.0
2020-02-07,CT,0,0,0.0,0.0
2020-02-08,CT,0,0,0.0,0.0
2020-02-09,CT,0,0,0.0,0.0
2020-02-10,CT,0,0,0.0,0.0
2020-02-11,CT,0,0,0.0,0.0
2020-02-12,CT,0,0,0.0,0.0
2020-02-13,CT,0,0,0.0,0.0
2020-02-14,CT,0,0,0.0,0.0
2020-02-15,CT,0,0,0.0,0.0
2020-02-16,CT,0,0,0.0,0.0
2020-02-17,CT,0,0,0.0,0.0
2020-02-18,CT,0,0,0.0,0.0
2020-02-19,CT,0,0,0.0,0.0
2020-02-20,CT,0,0,0.0,0.0
2020-02-21,CT,0,0,0.0,0.0
2020-02-22,CT,0,0,0.0,0.0
2020-02-23,CT,0,0,0.0,0.0
2020-02-24,CT,0,0,0.0,0.0
2020-02-25,CT,0,0,0.0,0.0
2020-02-26,CT,0,0,0.0,0.0
2020-02-27,CT,0,0,0.0,0.0
2020-02-28,CT,0,0,0.0,0.0
2020-02-29,CT,0,0,0.0,0.0
2020-03-01,CT,0,0,0.0,0.0
2020-03-02,CT,0,0,0.0,0.0
2020-03-03,CT,0,0,0.0,0.0
2020-03-04,CT,0,0,0.0,0.0
2020-03-05,CT,0,0,0.0,0.0
2020-03-06,CT,0,0,0.0,0.0
2020-03-07,CT,0,0,0.0,0.0
2020-03-08,CT,1,0,1.0,0.0
2020-03-09,CT,1,0,0.0,0.0
2020-03-10,CT,2,0,1.0,0.0
2020-03-11,CT,3,0,1.0,0.0
2020-03-12,CT,7,0,4.0,0.0
2020-03-13,CT,7,0,0.0,0.0
2020-03-14,CT,7,0,0.0,0.0
2020-03-15,CT,26,0,19.0,0.0
2020-03-16,CT,41,0,15.0,0.0
2020-03-17,CT,68,0,27.0,0.0
2020-03-18,CT,96,1,28.0,1.0
2020-03-19,CT,159,3,63.0,2.0
2020-03-20,CT,194,4,35.0,1.0
2020-03-21,CT,223,5,29.0,1.0
2020-03-22,CT,327,8,104.0,3.0
2020-03-23,CT,415,10,88.0,2.0
2020-03-24,CT,618,12,203.0,2.0
2020-03-25,CT,875,19,257.0,7.0
2020-03-26,CT,1012,21,137.0,2.0
2020-03-27,CT,1291,27,279.0,6.0
2020-03-28,CT,1524,33,233.0,6.0
2020-03-29,CT,1993,34,469.0,1.0
2020-03-30,CT,2571,36,578.0,2.0
2020-03-31,CT,3128,69,557.0,33.0
2020-04-01,CT,3557,85,429.0,16.0
2020-04-02,CT,3824,112,267.0,27.0
2020-04-03,CT,4915,132,1091.0,20.0
2020-04-04,CT,5276,165,361.0,33.0
2020-04-05,CT,5675,189,399.0,24.0
2020-04-06,CT,6906,206,1231.0,17.0
2020-04-14,CT,13989,608,608.0,6.0
2020-05-10,CT,33554,2967,570.0,35.0
2020-05-12,CT,34333,3041,568.0,33.0
2020-05-19,CT,38430,3472,314.0,23.0
2020-05-24,CT,40468,3693,446.0,18.0
2020-05-26,CT,41303,3769,430.0,27.0
2020-05-27,CT,41288,3803,0.0,34.0
2020-05-28,CT,41559,3826,271.0,23.0
2020-05-31,CT,42201,3944,179.0,32.0
2020-06-01,CT,42740,3964,539.0,20.0
2020-06-02,CT,42979,3972,239.0,8.0
2020-06-03,CT,43091,3989,112.0,17.0
2020-06-04,CT,43239,4007,148.0,18.0
2020-06-05,CT,43460,4038,221.0,31.0
2020-06-06,CT,43818,4055,358.0,17.0
2020-06-07,CT,43968,4071,150.0,16.0
2020-06-08,CT,44092,4084,124.0,13.0
2020-06-09,CT,44179,4097,87.0,13.0
2020-06-10,CT,44347,4120,168.0,23.0
2020-06-11,CT,44461,4146,114.0,26.0
2020-06-12,CT,44689,4159,228.0,13.0
2020-06-13,CT,44994,4186,305.0,27.0
2020-06-14,CT,45088,4201,94.0,15.0
2020-06-15,CT,45235,4204,147.0,3.0
2020-06-16,CT,45349,4210,114.0,6.0
2020-06-17,CT,45429,4219,80.0,9.0
2020-06-18,CT,45440,4226,11.0,7.0
2020-06-19,CT,45557,4238,117.0,12.0
2020-06-20,CT,45715,4251,158.0,13.0
2020-06-21,CT,45755,4260,40.0,9.0
2020-06-22,CT,45782,4263,27.0,3.0
2020-06-23,CT,45899,4277,117.0,14.0
2020-06-24,CT,45913,4287,14.0,10.0
2020-06-25,CT,45994,4298,81.0,11.0
2020-06-26,CT,46059,4307,65.0,9.0
2020-06-27,CT,46206,4311,147.0,4.0
2020-06-28,CT,46303,4316,97.0,5.0
2020-06-29,CT,46362,4320,59.0,4.0
2020-06-30,CT,46514,4322,152.0,2.0
2020-07-01,CT,46572,4324,58.0,2.0
2020-07-02,CT,46646,4326,74.0,2.0
2020-07-03,CT,46717,4335,71.0,9.0
2020-07-04,CT,46717,4335,0.0,0.0
2020-07-05,CT,46717,4335,0.0,0.0
2020-07-06,CT,46976,4338,259.0,3.0
2020-07-07,CT,47033,4338,57.0,0.0
2020-07-08,CT,47108,4343,75.0,5.0
2020-07-09,CT,47209,4348,101.0,5.0
2020-07-10,CT,47287,4348,78.0,0.0
2020-07-11,CT,47287,4348,0.0,0.0
2020-07-12,CT,47287,4348,0.0,0.0
2020-07-13,CT,47510,4371,223.0,23.0
2020-07-14,CT,47530,4372,20.0,1.0
2020-07-15,CT,47636,4380,106.0,8.0
2020-07-16,CT,47750,4389,114.0,9.0
2020-07-17,CT,47893,4396,143.0,7.0
2020-07-18,CT,47893,4396,0.0,0.0
2020-07-19,CT,47893,4396,0.0,0.0
2020-07-20,CT,48055,4406,162.0,10.0
2020-07-21,CT,48096,4406,41.0,0.0
2020-07-22,CT,48223,4406,127.0,0.0
2020-07-23,CT,48232,4410,9.0,4.0
2020-07-24,CT,48776,4413,544.0,3.0
2020-07-25,CT,48776,4413,0.0,0.0
2020-07-26,CT,48776,4413,0.0,0.0
2020-07-27,CT,48983,4418,207.0,5.0
2020-07-28,CT,49077,4423,94.0,5.0
2020-07-29,CT,49540,4425,463.0,2.0
2020-07-30,CT,49670,4431,130.0,6.0
2020-07-31,CT,49810,4432,140.0,1.0
2020-08-01,CT,49810,4432,0.0,0.0
2020-08-02,CT,49810,4432,0.0,0.0
2020-08-03,CT,50062,4437,252.0,5.0
2020-08-04,CT,50110,4437,48.0,0.0
2020-08-05,CT,50225,4437,115.0,0.0
2020-08-06,CT,50245,4437,20.0,0.0
2020-08-07,CT,50320,4441,75.0,4.0
2020-08-08,CT,50320,4441,0.0,0.0
2020-08-09,CT,50320,4441,0.0,0.0
2020-08-10,CT,50567,4444,247.0,3.0
2020-08-11,CT,50684,4444,117.0,0.0
2020-08-12,CT,50706,4450,22.0,6.0
2020-08-13,CT,50782,4450,76.0,0.0
2020-08-14,CT,50897,4453,115.0,3.0
2020-08-15,CT,50897,4453,0.0,0.0
2020-08-16,CT,50897,4453,0.0,0.0
2020-08-17,CT,51267,4456,370.0,3.0
2020-08-18,CT,51255,4456,0.0,0.0
2020-08-19,CT,51314,4457,59.0,1.0
2020-08-20,CT,51432,4458,118.0,1.0
2020-08-21,CT,51519,4460,87.0,2.0
2020-08-22,CT,51519,4460,0.0,0.0
2020-08-23,CT,51519,4460,0.0,0.0
2020-08-24,CT,52011,4460,492.0,0.0
2020-08-25,CT,52040,4463,29.0,3.0
2020-08-26,CT,52220,4463,180.0,0.0
2020-08-27,CT,52350,4465,130.0,2.0
2020-08-28,CT,52495,4465,145.0,0.0
2020-08-29,CT,52495,4465,0.0,0.0
2020-08-30,CT,52495,4465,0.0,0.0
2020-08-31,CT,52879,4465,384.0,0.0
2020-09-01,CT,53006,4466,127.0,1.0
2020-09-02,CT,53108,4467,102.0,1.0
2020-09-03,CT,53209,4468,101.0,1.0
2020-09-04,CT,53365,4468,156.0,0.0
2020-09-05,CT,53365,4468,0.0,0.0
2020-09-06,CT,53365,4468,0.0,0.0
2020-09-07,CT,53365,4468,0.0,0.0
2020-09-08,CT,53782,4474,417.0,6.0
2020-09-09,CT,53871,4474,89.0,0.0
2020-09-10,CT,54093,4478,222.0,4.0
2020-09-11,CT,54326,4480,233.0,2.0
2020-09-12,CT,54326,4480,0.0,0.0
2020-09-13,CT,54326,4480,0.0,0.0
2020-09-14,CT,54895,4485,569.0,5.0
2020-09-15,CT,55031,4485,136.0,0.0
2020-09-16,CT,55166,4487,135.0,2.0
2020-09-17,CT,55386,4488,220.0,1.0
2020-09-18,CT,55527,4492,141.0,4.0
2020-09-19,CT,55527,4492,0.0,0.0
2020-09-20,CT,55527,4492,0.0,0.0
2020-09-21,CT,56024,4495,497.0,3.0
2020-09-22,CT,56160,4496,136.0,1.0
2020-09-23,CT,56315,4497,155.0,1.0
2020-09-24,CT,56472,4499,157.0,2.0
2020-09-25,CT,56587,4501,115.0,2.0
2020-09-26,CT,56587,4501,0.0,0.0
2020-09-27,CT,56587,4501,0.0,0.0
2020-09-28,CT,57147,4503,560.0,2.0
2020-09-29,CT,57329,4505,182.0,2.0
2020-09-30,CT,57550,4508,221.0,3.0
2020-10-01,CT,57742,4511,192.0,3.0
2020-10-02,CT,58297,4513,555.0,2.0
2020-10-03,CT,58297,4513,0.0,0.0
2020-10-04,CT,58297,4513,0.0,0.0
2020-10-05,CT,59120,4517,823.0,4.0
2020-10-06,CT,59241,4521,121.0,4.0
2020-10-07,CT,59364,4522,123.0,1.0
2020-10-08,CT,59748,4527,384.0,5.0
2020-10-09,CT,60038,4530,290.0,3.0
2020-10-10,CT,60038,4530,0.0,0.0
2020-10-11,CT,60038,4530,0.0,0.0
2020-10-12,CT,61377,4532,1339.0,2.0
2020-10-13,CT,61697,4533,320.0,1.0
2020-10-14,CT,61861,4537,164.0,4.0
2020-10-15,CT,62028,4540,167.0,3.0
2020-10-16,CT,62830,4542,802.0,2.0
2020-10-17,CT,62830,4542,0.0,0.0
2020-10-18,CT,62830,4542,0.0,0.0
2020-10-19,CT,64021,4554,1191.0,12.0
2020-10-20,CT,64455,4559,434.0,5.0
2020-10-21,CT,64871,4567,416.0,8.0
2020-10-22,CT,65373,4569,502.0,2.0
2020-10-23,CT,66052,4577,679.0,8.0
2020-10-24,CT,66052,4577,0.0,0.0
2020-10-25,CT,66052,4577,0.0,0.0
2020-10-27,CT,68637,4595,538.0,6.0
2020-10-28,CT,69127,4604,490.0,9.0
2020-10-29,CT,70446,4609,1319.0,5.0
2020-10-30,CT,71207,4616,761.0,7.0
2020-10-31,CT,71207,4616,0.0,0.0
2020-11-01,CT,71207,4616,0.0,0.0
2020-11-03,CT,74843,4634,985.0,7.0
2020-11-04,CT,75373,4645,530.0,11.0
2020-11-05,CT,77060,4656,1687.0,11.0
2020-11-06,CT,78125,4671,1065.0,15.0
2020-11-07,CT,78125,4671,0.0,0.0
2020-11-08,CT,78125,4674,0.0,3.0
2020-11-10,CT,82987,4707,1524.0,9.0
2020-11-11,CT,84741,4716,1754.0,9.0
2020-11-12,CT,85899,4726,1158.0,10.0
2020-11-14,CT,88645,4737,0.0,0.0
2020-11-15,CT,88645,4737,0.0,0.0
2020-11-17,CT,94986,4771,1702.0,12.0
2020-11-21,CT,101469,4828,0.0,0.0
2020-11-22,CT,101469,4828,0.0,0.0
2020-11-24,CT,107280,4881,540.0,10.0
2020-11-26,CT,109152,4926,0.0,0.0
2020-11-28,CT,112581,4961,0.0,0.0
2020-11-29,CT,112581,4961,0.0,0.0
2020-12-01,CT,118754,5040,1459.0,20.0
2020-12-04,CT,127715,5146,1538.0,35.0
2020-12-05,CT,127715,5146,0.0,0.0
2020-12-06,CT,127715,5146,0.0,0.0
2020-12-12,CT,146761,5363,0.0,0.0
2020-12-13,CT,146761,5363,0.0,0.0
2020-12-15,CT,155462,5466,1470.0,22.0
2020-12-19,CT,162782,5581,0.0,0.0
2020-12-20,CT,162782,5581,0.0,0.0
2020-12-22,CT,168960,5703,1583.0,27.0
2020-12-23,CT,170705,5736,1745.0,33.0
2020-12-25,CT,172743,5791,0.0,0.0
2020-12-26,CT,172743,5791,0.0,0.0
2020-12-27,CT,172743,5791,0.0,0.0
2020-12-29,CT,181967,5924,767.0,20.0
2021-01-01,CT,185708,5995,0.0,0.0
2021-01-03,CT,190120,6099,0.0,0.0
2021-01-09,CT,205994,6324,0.0,0.0
2021-01-10,CT,205994,6324,0.0,0.0
2021-01-14,CT,221544,6553,968.0,17.0
2021-01-16,CT,223422,6594,0.0,0.0
2021-01-17,CT,223422,6594,0.0,0.0
2021-01-23,CT,237815,6819,0.0,0.0
2021-01-24,CT,237815,6819,0.0,0.0
2021-01-26,CT,244899,6934,1267.0,23.0
2021-01-29,CT,250023,7046,1258.0,26.0
2021-01-30,CT,250023,7046,0.0,0.0
2021-01-31,CT,250023,7046,0.0,0.0
2021-02-03,CT,257004,7157,482.0,24.0
2021-02-04,CT,257941,7185,937.0,28.0
2021-02-05,CT,259372,7214,1431.0,29.0
2021-02-06,CT,259372,7214,0.0,0.0
2021-02-07,CT,259372,7214,0.0,0.0
2021-02-09,CT,264608,7298,869.0,16.0
2021-02-10,CT,265496,7326,888.0,28.0
2021-02-11,CT,266499,7354,1003.0,28.0
2021-02-12,CT,267337,7381,838.0,27.0
2021-02-13,CT,267337,7381,0.0,0.0
2021-02-14,CT,267337,7381,0.0,0.0
2021-02-16,CT,270822,7449,580.0,2.0
2021-02-17,CT,271356,7476,534.0,27.0
2021-02-18,CT,271903,7496,547.0,20.0
2021-02-19,CT,273101,7523,1198.0,27.0
2021-02-20,CT,273101,7523,0.0,0.0
2021-02-21,CT,273101,7523,0.0,0.0
2021-02-23,CT,276691,7572,1357.0,10.0
2021-02-24,CT,278184,7595,1493.0,23.0
2021-02-25,CT,279159,7614,975.0,19.0
2021-02-26,CT,279946,7622,787.0,8.0
2021-02-27,CT,279946,7622,0.0,0.0
2021-02-28,CT,279946,7622,0.0,0.0
2021-03-02,CT,283128,7658,502.0,7.0
2021-03-03,CT,283622,7678,494.0,20.0
2021-03-04,CT,284500,7693,878.0,15.0
2021-03-05,CT,285330,7704,830.0,11.0
2021-03-06,CT,285330,7704,0.0,0.0
2021-03-07,CT,285330,7704,0.0,0.0
2021-03-09,CT,288145,7739,749.0,14.0
2021-03-10,CT,288657,7752,512.0,13.0
2021-03-11,CT,289392,7761,735.0,9.0
2021-03-12,CT,290577,7765,1185.0,4.0
2021-03-13,CT,290577,7765,0.0,0.0
2021-03-14,CT,290577,7765,0.0,0.0
2021-03-16,CT,293955,7799,853.0,11.0
2021-03-17,CT,294328,7807,373.0,8.0
2021-03-18,CT,295484,7822,1156.0,15.0
2021-03-19,CT,296691,7832,1207.0,10.0
2021-03-20,CT,296691,7832,0.0,0.0
2021-03-21,CT,296691,7832,0.0,0.0
2021-03-23,CT,300565,7845,898.0,4.0
2021-03-24,CT,302022,7852,1457.0,7.0
2021-03-25,CT,303510,7862,1488.0,10.0
2021-03-26,CT,305210,7865,1700.0,3.0
2021-03-27,CT,305210,7865,0.0,0.0
2021-03-28,CT,305210,7865,0.0,0.0
2021-03-30,CT,310056,7885,1617.0,2.0
2021-03-31,CT,310888,7886,832.0,1.0
2021-04-01,CT,312468,7900,1580.0,14.0
2021-04-02,CT,313956,7904,1488.0,4.0
2021-04-03,CT,313956,7904,0.0,0.0
2021-04-04,CT,313956,7904,0.0,0.0
2021-04-06,CT,317729,7930,1074.0,7.0
2021-04-07,CT,318767,7935,1038.0,5.0
2021-04-08,CT,319779,7940,1012.0,5.0
2021-04-10,CT,321586,7944,0.0,0.0
2021-04-11,CT,321586,7944,0.0,0.0
2021-04-13,CT,325689,7974,1118.0,17.0
2021-04-14,CT,327298,7984,1609.0,10.0
2021-04-15,CT,328000,7990,702.0,6.0
2021-04-16,CT,329062,7995,1062.0,5.0
2021-04-17,CT,329841,8001,779.0,6.0
2021-04-18,CT,330621,8007,780.0,6.0
2021-04-19,CT,331401,8014,780.0,7.0
2021-04-20,CT,332139,8020,738.0,6.0
2021-04-21,CT,332995,8027,856.0,7.0
2021-04-22,CT,333732,8039,737.0,12.0
2021-04-23,CT,334766,8047,1034.0,8.0
2021-04-24,CT,335488,8047,722.0,0.0
2021-04-25,CT,336210,8047,722.0,0.0
2021-04-26,CT,336933,8066,723.0,19.0
2021-04-27,CT,337340,8067,407.0,1.0
2021-04-28,CT,337961,8080,621.0,13.0
2021-04-29,CT,338447,8084,486.0,4.0
2021-04-30,CT,339233,8097,786.0,13.0
2021-05-01,CT,339669,8097,436.0,0.0
2021-05-02,CT,340105,8097,436.0,0.0
